date,store_id,product_id,category,quantity,unit_price,on_promo,revenue,email
2025-05-20,Store_1,P003,household,20,10.8,True,216.0,user114@email.com
2025-03-19,Store_3,P002,snacks,24,2.48,True,59.4,user115@email.com
2025-04-20,Store_2,P001,beverages,26,1.5,False,39.0,user116@email.com
2025-10-05,Store_1,P004,personal_care,26,5.85,True,152.1,user117@email.com
2025-08-04,Store_3,P004,personal_care,49,5.85,True,286.65,user118@email.com
2025-07-14,Store_2,P004,personal_care,0,6.5,False,0.0,user119@email.com
2025-07-19,Store_2,P004,personal_care,34,5.85,True,198.9,user120@email.com
2025-04-23,Store_1,P003,household,27,12.0,False,324.0,user121@email.com
2025-07-19,Store_3,P003,household,42,12.0,False,504.0,user122@email.com
2025-03-26,Store_2,P004,personal_care,8,5.85,True,46.8,user123@email.com
2025-10-31,Store_1,P001,beverages,5,1.5,False,7.5,user124@email.com
2025-08-25,Store_2,P002,snacks,3,2.75,False,8.25,user125@email.com
2025-06-17,Store_2,P002,snacks,29,2.75,False,79.75,user126@email.com
2025-07-14,Store_2,P003,household,48,12.0,False,576.0,user127@email.com
2025-02-11,Store_2,P004,personal_care,1,5.85,True,5.85,user128@email.com
2025-04-25,Store_1,P001,beverages,49,1.35,True,66.15,user129@email.com
2025-05-07,Store_1,P002,snacks,1,2.48,True,2.48,user130@email.com
2025-03-06,Store_3,P004,personal_care,42,5.85,True,245.7,user131@email.com
2025-04-22,Store_2,P004,personal_care,44,6.5,False,286.0,user132@email.com
2025-03-27,Store_2,P001,beverages,49,1.35,True,66.15,user133@email.com
2025-02-25,Store_2,P001,beverages,19,1.5,False,28.5,user134@email.com
2025-04-12,Store_1,P001,beverages,37,1.35,True,49.95,user135@email.com
2025-12-23,Store_3,P003,household,43,10.8,True,464.4,user136@email.com
2025-01-22,Store_3,P003,household,34,12.0,False,408.0,user137@email.com
2025-07-09,Store_1,P001,beverages,32,1.5,False,48.0,user138@email.com
2025-08-04,Store_2,P004,personal_care,6,6.5,False,39.0,user139@email.com
2025-11-22,Store_2,P004,personal_care,45,5.85,True,263.25,user140@email.com
2025-04-01,Store_2,P003,household,39,12.0,False,468.0,user141@email.com
2025-08-12,Store_1,P003,household,20,10.8,True,216.0,user142@email.com
2025-05-23,Store_3,P004,personal_care,15,6.5,False,97.5,user143@email.com
2025-11-09,Store_2,P004,personal_care,21,5.85,True,122.85,user144@email.com
2025-06-16,Store_2,P002,snacks,31,2.48,True,76.73,user145@email.com
2025-05-13,Store_3,P003,household,17,12.0,False,204.0,user146@email.com
2025-01-06,Store_3,P002,snacks,5,2.48,True,12.38,user147@email.com
2025-07-28,Store_3,P004,personal_care,35,5.85,True,204.75,user148@email.com
2025-09-01,Store_1,P004,personal_care,28,5.85,True,163.8,user149@email.com
2025-05-31,Store_2,P002,snacks,25,2.48,True,61.88,user150@email.com
2025-12-06,Store_2,P003,household,30,12.0,False,360.0,user151@email.com
2025-10-09,Store_2,P003,household,22,12.0,False,264.0,user152@email.com
2025-06-06,Store_3,P003,household,14,10.8,True,151.2,user153@email.com
2025-04-09,Store_1,P003,household,7,10.8,True,75.6,user154@email.com
2025-04-21,Store_1,P004,personal_care,17,6.5,False,110.5,user155@email.com
2025-04-10,Store_1,P003,household,14,12.0,False,168.0,user156@email.com
2025-06-04,Store_2,P001,beverages,45,1.35,True,60.75,user157@email.com
2025-01-24,Store_3,P001,beverages,35,1.5,False,52.5,user158@email.com
2025-03-06,Store_3,P004,personal_care,6,5.85,True,35.1,user159@email.com
2025-05-26,Store_2,P004,personal_care,30,6.5,False,195.0,user160@email.com
2025-04-05,Store_1,P001,beverages,16,1.5,False,24.0,user161@email.com
2025-02-03,Store_3,P004,personal_care,31,5.85,True,181.35,user162@email.com
2025-11-19,Store_3,P001,beverages,9,1.35,True,12.15,user163@email.com
2025-06-05,Store_3,P001,beverages,15,1.35,True,20.25,user164@email.com
2025-08-02,Store_2,P002,snacks,49,2.75,False,134.75,user165@email.com
2025-08-15,Store_2,P003,household,37,12.0,False,444.0,user166@email.com
2025-10-19,Store_1,P001,beverages,39,1.35,True,52.65,user167@email.com
2025-11-17,Store_1,P002,snacks,16,2.48,True,39.6,user168@email.com
2025-05-03,Store_1,P002,snacks,35,2.48,True,86.62,user169@email.com
2025-01-02,Store_2,P004,personal_care,28,6.5,False,182.0,user170@email.com
2025-01-17,Store_3,P002,snacks,18,2.75,False,49.5,user171@email.com
2025-08-21,Store_2,P001,beverages,43,1.35,True,58.05,user172@email.com
2025-11-17,Store_3,P002,snacks,27,2.48,True,66.83,user173@email.com
2025-04-26,Store_1,P002,snacks,17,2.48,True,42.08,user174@email.com
2025-01-31,Store_3,P002,snacks,50,2.75,False,137.5,user175@email.com
2025-10-19,Store_2,P003,household,28,10.8,True,302.4,user176@email.com
2025-12-19,Store_2,P003,household,44,12.0,False,528.0,user177@email.com
2025-09-14,Store_3,P004,personal_care,28,5.85,True,163.8,user178@email.com
2025-01-21,Store_3,P004,personal_care,47,6.5,False,305.5,user179@email.com
2025-05-09,Store_3,P001,beverages,5,1.35,True,6.75,user180@email.com
2025-10-22,Store_3,P001,beverages,48,1.5,False,72.0,user181@email.com
2025-01-21,Store_2,P002,snacks,30,2.75,False,82.5,user182@email.com
2025-04-03,Store_1,P004,personal_care,40,6.5,False,260.0,user183@email.com
2025-08-29,Store_2,P003,household,26,12.0,False,312.0,user184@email.com
2025-12-10,Store_2,P001,beverages,10,1.5,False,15.0,user185@email.com
2025-12-22,Store_3,P004,personal_care,18,6.5,False,117.0,user186@email.com
2025-01-19,Store_2,P004,personal_care,5,6.5,False,32.5,user187@email.com
2025-06-15,Store_3,P001,beverages,49,1.5,False,73.5,user188@email.com
2025-01-01,Store_1,P004,personal_care,26,5.85,True,152.1,user189@email.com
2025-09-23,Store_3,P003,household,39,12.0,False,468.0,user190@email.com
2025-08-15,Store_3,P001,beverages,13,1.5,False,19.5,user191@email.com
2025-03-09,Store_1,P003,household,28,12.0,False,336.0,user192@email.com
2025-01-15,Store_2,P002,snacks,45,2.48,True,111.38,user193@email.com
2025-10-10,Store_1,P001,beverages,35,1.5,False,52.5,user194@email.com
2025-04-26,Store_3,P001,beverages,29,1.35,True,39.15,user195@email.com
2025-03-20,Store_3,P004,personal_care,45,6.5,False,292.5,user196@email.com
2025-12-28,Store_2,P003,household,26,12.0,False,312.0,user197@email.com
2025-05-05,Store_2,P004,personal_care,35,5.85,True,204.75,user198@email.com
2025-04-08,Store_2,P002,snacks,4,2.75,False,11.0,user199@email.com
2025-06-24,Store_3,P003,household,0,12.0,False,0.0,user200@email.com
2025-06-02,Store_3,P004,personal_care,9,6.5,False,58.5,user201@email.com
2025-09-05,Store_2,P003,household,21,12.0,False,252.0,user202@email.com
2025-06-14,Store_3,P002,snacks,44,2.48,True,108.9,user203@email.com
2025-07-16,Store_1,P002,snacks,49,2.75,False,134.75,user204@email.com
2025-06-12,Store_2,P004,personal_care,45,6.5,False,292.5,user205@email.com
2025-12-06,Store_1,P002,snacks,31,2.48,True,76.73,user206@email.com
2025-09-15,Store_1,P003,household,6,12.0,False,72.0,user207@email.com
2025-09-27,Store_2,P004,personal_care,0,5.85,True,0.0,user208@email.com
2025-12-02,Store_2,P002,snacks,4,2.75,False,11.0,user209@email.com
2025-06-23,Store_2,P004,personal_care,41,5.85,True,239.85,user210@email.com
2025-12-12,Store_3,P004,personal_care,20,6.5,False,130.0,user211@email.com
2025-01-19,Store_1,P001,beverages,15,1.5,False,22.5,user212@email.com
2025-02-16,Store_2,P004,personal_care,6,5.85,True,35.1,user213@email.com
2025-03-27,Store_2,P003,household,1,10.8,True,10.8,user214@email.com
2025-01-29,Store_2,P003,household,22,12.0,False,264.0,user215@email.com
2025-03-16,Store_3,P002,snacks,33,2.75,False,90.75,user216@email.com
2025-12-16,Store_1,P002,snacks,10,2.48,True,24.75,user217@email.com
2025-11-09,Store_2,P004,personal_care,39,5.85,True,228.15,user218@email.com
2025-10-26,Store_3,P002,snacks,14,2.75,False,38.5,user219@email.com
2025-05-11,Store_2,P004,personal_care,16,5.85,True,93.6,user220@email.com
2025-05-28,Store_2,P002,snacks,4,2.75,False,11.0,user221@email.com
2025-10-28,Store_3,P003,household,40,12.0,False,480.0,user222@email.com
2025-05-09,Store_2,P004,personal_care,19,5.85,True,111.15,user223@email.com
2025-09-05,Store_3,P001,beverages,15,1.5,False,22.5,user224@email.com
2025-07-03,Store_1,P003,household,44,12.0,False,528.0,user225@email.com
2025-12-04,Store_3,P004,personal_care,17,5.85,True,99.45,user226@email.com
2025-12-18,Store_2,P001,beverages,38,1.5,False,57.0,user227@email.com
2025-04-28,Store_3,P003,household,14,10.8,True,151.2,user228@email.com
2025-05-09,Store_3,P002,snacks,40,2.48,True,99.0,user229@email.com
2025-11-27,Store_1,P001,beverages,19,1.5,False,28.5,user230@email.com
2025-10-24,Store_1,P003,household,46,10.8,True,496.8,user231@email.com
2025-06-01,Store_1,P003,household,47,12.0,False,564.0,user232@email.com
2025-04-13,Store_3,P002,snacks,50,2.75,False,137.5,user233@email.com
2025-09-14,Store_2,P003,household,10,12.0,False,120.0,user234@email.com
2025-06-01,Store_1,P003,household,7,12.0,False,84.0,user235@email.com
2025-03-14,Store_3,P002,snacks,43,2.75,False,118.25,user236@email.com
2025-07-07,Store_1,P001,beverages,50,1.5,False,75.0,user237@email.com
2025-05-16,Store_3,P001,beverages,29,1.5,False,43.5,user238@email.com
2025-12-11,Store_3,P003,household,37,12.0,False,444.0,user239@email.com
2025-07-10,Store_2,P001,beverages,43,1.35,True,58.05,user240@email.com
2025-01-13,Store_3,P003,household,39,10.8,True,421.2,user241@email.com
2025-02-02,Store_3,P004,personal_care,44,6.5,False,286.0,user242@email.com
2025-07-29,Store_1,P001,beverages,8,1.35,True,10.8,user243@email.com
2025-06-05,Store_1,P004,personal_care,7,5.85,True,40.95,user244@email.com
2025-10-03,Store_2,P002,snacks,24,2.75,False,66.0,user245@email.com
2025-12-10,Store_2,P004,personal_care,37,5.85,True,216.45,user246@email.com
2025-12-02,Store_2,P001,beverages,31,1.5,False,46.5,user247@email.com
2025-01-17,Store_2,P003,household,13,12.0,False,156.0,user248@email.com
2025-05-01,Store_3,P003,household,6,12.0,False,72.0,user249@email.com
2025-11-27,Store_2,P003,household,3,12.0,False,36.0,user250@email.com
2025-04-08,Store_3,P001,beverages,29,1.35,True,39.15,user251@email.com
2025-04-19,Store_1,P001,beverages,3,1.5,False,4.5,user252@email.com
2025-03-06,Store_3,P002,snacks,4,2.48,True,9.9,user253@email.com
2025-04-21,Store_3,P002,snacks,21,2.48,True,51.98,user254@email.com
2025-01-02,Store_3,P003,household,9,10.8,True,97.2,user255@email.com
2025-05-09,Store_1,P002,snacks,7,2.48,True,17.32,user256@email.com
2025-01-08,Store_3,P003,household,50,10.8,True,540.0,user257@email.com
2025-06-15,Store_1,P001,beverages,11,1.5,False,16.5,user258@email.com
2025-03-06,Store_3,P004,personal_care,33,5.85,True,193.05,user259@email.com
2025-02-02,Store_3,P004,personal_care,28,6.5,False,182.0,user260@email.com
2025-10-31,Store_3,P001,beverages,28,1.35,True,37.8,user261@email.com
2025-01-23,Store_1,P003,household,29,10.8,True,313.2,user262@email.com
2025-09-03,Store_2,P004,personal_care,27,5.85,True,157.95,user263@email.com
2025-12-31,Store_2,P004,personal_care,4,5.85,True,23.4,user264@email.com
2025-11-08,Store_2,P002,snacks,4,2.48,True,9.9,user265@email.com
2025-11-16,Store_2,P003,household,24,12.0,False,288.0,user266@email.com
2025-09-16,Store_3,P004,personal_care,6,5.85,True,35.1,user267@email.com
2025-11-30,Store_1,P002,snacks,27,2.75,False,74.25,user268@email.com
2025-07-31,Store_2,P003,household,29,12.0,False,348.0,user269@email.com
2025-02-18,Store_3,P003,household,27,12.0,False,324.0,user270@email.com
2025-05-11,Store_1,P003,household,9,12.0,False,108.0,user271@email.com
2025-02-16,Store_1,P001,beverages,5,1.5,False,7.5,user272@email.com
2025-07-10,Store_3,P002,snacks,35,2.48,True,86.62,user273@email.com
2025-10-15,Store_2,P003,household,42,10.8,True,453.6,user274@email.com
2025-07-01,Store_2,P004,personal_care,46,5.85,True,269.1,user275@email.com
2025-11-04,Store_3,P003,household,22,10.8,True,237.6,user276@email.com
2025-09-17,Store_1,P002,snacks,9,2.75,False,24.75,user277@email.com
2025-02-25,Store_1,P003,household,35,12.0,False,420.0,user278@email.com
2025-05-23,Store_3,P002,snacks,27,2.48,True,66.83,user279@email.com
2025-12-03,Store_2,P003,household,1,10.8,True,10.8,user280@email.com
2025-12-26,Store_1,P003,household,21,12.0,False,252.0,user281@email.com
2025-04-03,Store_1,P002,snacks,36,2.75,False,99.0,user282@email.com
2025-03-14,Store_2,P001,beverages,5,1.35,True,6.75,user283@email.com
2025-08-03,Store_2,P004,personal_care,21,5.85,True,122.85,user284@email.com
2025-06-09,Store_1,P003,household,49,10.8,True,529.2,user285@email.com
2025-03-21,Store_3,P002,snacks,48,2.48,True,118.8,user286@email.com
2025-02-11,Store_2,P003,household,28,12.0,False,336.0,user287@email.com
2025-11-07,Store_1,P004,personal_care,26,6.5,False,169.0,user288@email.com
2025-09-20,Store_1,P001,beverages,22,1.5,False,33.0,user289@email.com
2025-05-26,Store_1,P004,personal_care,33,6.5,False,214.5,user290@email.com
2025-04-23,Store_1,P004,personal_care,38,5.85,True,222.3,user291@email.com
2025-04-15,Store_2,P003,household,13,10.8,True,140.4,user292@email.com
2025-05-29,Store_2,P003,household,7,10.8,True,75.6,user293@email.com
2025-08-09,Store_3,P002,snacks,8,2.75,False,22.0,user294@email.com
2025-12-27,Store_1,P002,snacks,32,2.75,False,88.0,user295@email.com
2025-07-23,Store_2,P001,beverages,27,1.35,True,36.45,user296@email.com
2025-02-09,Store_3,P003,household,36,12.0,False,432.0,user297@email.com
2025-07-27,Store_2,P004,personal_care,18,5.85,True,105.3,user298@email.com
2025-01-11,Store_3,P003,household,10,12.0,False,120.0,user299@email.com
2025-07-05,Store_1,P001,beverages,27,1.35,True,36.45,user300@email.com
2025-08-12,Store_2,P004,personal_care,33,5.85,True,193.05,user301@email.com
2025-06-08,Store_1,P003,household,14,12.0,False,168.0,user302@email.com
2025-02-09,Store_2,P001,beverages,33,1.35,True,44.55,user303@email.com
2025-06-29,Store_1,P002,snacks,15,2.48,True,37.12,user304@email.com
2025-05-12,Store_3,P002,snacks,11,2.48,True,27.23,user305@email.com
2025-02-08,Store_2,P002,snacks,49,2.75,False,134.75,user306@email.com
2025-10-16,Store_3,P004,personal_care,43,6.5,False,279.5,user307@email.com
2025-06-11,Store_2,P002,snacks,28,2.48,True,69.3,user308@email.com
2025-08-15,Store_3,P003,household,50,12.0,False,600.0,user309@email.com
2025-01-29,Store_2,P003,household,32,10.8,True,345.6,user310@email.com
2025-08-25,Store_2,P004,personal_care,2,5.85,True,11.7,user311@email.com
2025-05-27,Store_3,P001,beverages,41,1.35,True,55.35,user312@email.com
2025-11-01,Store_2,P004,personal_care,29,5.85,True,169.65,user313@email.com
2025-10-20,Store_3,P002,snacks,20,2.75,False,55.0,user314@email.com
2025-03-19,Store_2,P001,beverages,28,1.35,True,37.8,user315@email.com
2025-02-13,Store_3,P002,snacks,2,2.48,True,4.95,user316@email.com
2025-08-13,Store_2,P004,personal_care,33,5.85,True,193.05,user317@email.com
2025-07-10,Store_2,P003,household,24,12.0,False,288.0,user318@email.com
2025-12-14,Store_1,P001,beverages,50,1.5,False,75.0,user319@email.com
2025-06-18,Store_2,P001,beverages,35,1.5,False,52.5,user320@email.com
2025-05-10,Store_3,P002,snacks,21,2.48,True,51.98,user321@email.com
2025-12-06,Store_3,P002,snacks,22,2.75,False,60.5,user322@email.com
2025-12-24,Store_2,P004,personal_care,8,5.85,True,46.8,user323@email.com
2025-10-14,Store_1,P004,personal_care,41,6.5,False,266.5,user324@email.com
2025-12-10,Store_3,P001,beverages,41,1.5,False,61.5,user325@email.com
2025-07-05,Store_1,P001,beverages,23,1.5,False,34.5,user326@email.com
2025-04-20,Store_1,P003,household,49,12.0,False,588.0,user327@email.com
2025-04-26,Store_2,P002,snacks,9,2.48,True,22.28,user328@email.com
2025-02-21,Store_3,P001,beverages,42,1.5,False,63.0,user329@email.com
2025-03-09,Store_1,P004,personal_care,9,5.85,True,52.65,user330@email.com
2025-12-21,Store_1,P002,snacks,46,2.75,False,126.5,user331@email.com
2025-07-30,Store_2,P003,household,43,10.8,True,464.4,user332@email.com
2025-11-09,Store_1,P003,household,48,12.0,False,576.0,user333@email.com
2025-10-01,Store_1,P002,snacks,19,2.75,False,52.25,user334@email.com
2025-07-08,Store_2,P004,personal_care,29,6.5,False,188.5,user335@email.com
2025-09-15,Store_3,P004,personal_care,10,5.85,True,58.5,user336@email.com
2025-03-12,Store_2,P003,household,3,12.0,False,36.0,user337@email.com
2025-10-11,Store_2,P001,beverages,45,1.35,True,60.75,user338@email.com
2025-02-12,Store_3,P002,snacks,17,2.75,False,46.75,user339@email.com
2025-03-17,Store_2,P004,personal_care,5,5.85,True,29.25,user340@email.com
2025-06-28,Store_2,P001,beverages,26,1.35,True,35.1,user341@email.com
2025-09-15,Store_1,P003,household,15,12.0,False,180.0,user342@email.com
2025-07-11,Store_1,P002,snacks,1,2.75,False,2.75,user343@email.com
2025-11-29,Store_1,P003,household,50,10.8,True,540.0,user344@email.com
2025-01-20,Store_3,P003,household,30,10.8,True,324.0,user345@email.com
2025-08-29,Store_1,P004,personal_care,39,5.85,True,228.15,user346@email.com
2025-01-10,Store_3,P003,household,13,10.8,True,140.4,user347@email.com
2025-11-08,Store_1,P004,personal_care,7,6.5,False,45.5,user348@email.com
2025-06-04,Store_2,P001,beverages,3,1.35,True,4.05,user349@email.com
2025-11-24,Store_2,P004,personal_care,4,5.85,True,23.4,user350@email.com
2025-11-02,Store_3,P001,beverages,40,1.35,True,54.0,user351@email.com
2025-03-15,Store_3,P003,household,27,10.8,True,291.6,user352@email.com
2025-06-30,Store_1,P002,snacks,36,2.75,False,99.0,user353@email.com
2025-12-07,Store_1,P001,beverages,33,1.5,False,49.5,user354@email.com
2025-09-27,Store_1,P001,beverages,24,1.5,False,36.0,user355@email.com
2025-11-22,Store_3,P004,personal_care,23,6.5,False,149.5,user356@email.com
2025-01-09,Store_2,P003,household,50,10.8,True,540.0,user357@email.com
2025-05-04,Store_1,P001,beverages,49,1.5,False,73.5,user358@email.com
2025-01-23,Store_3,P003,household,34,12.0,False,408.0,user359@email.com
2025-03-31,Store_3,P004,personal_care,44,6.5,False,286.0,user360@email.com
2025-04-04,Store_1,P002,snacks,4,2.75,False,11.0,user361@email.com
2025-05-31,Store_1,P002,snacks,2,2.48,True,4.95,user362@email.com
2025-06-11,Store_3,P003,household,32,12.0,False,384.0,user363@email.com
2025-08-31,Store_2,P003,household,2,10.8,True,21.6,user364@email.com
2025-07-02,Store_2,P001,beverages,41,1.5,False,61.5,user365@email.com
2025-03-05,Store_3,P003,household,27,12.0,False,324.0,user366@email.com
2025-08-14,Store_2,P004,personal_care,21,5.85,True,122.85,user367@email.com
2025-12-21,Store_1,P004,personal_care,23,6.5,False,149.5,user368@email.com
2025-08-06,Store_3,P001,beverages,27,1.35,True,36.45,user369@email.com
